t_sec,hz_image_raw,hz_cMo,hz_v_c
0.102671,0.000000,0.000000,0.000000
0.202683,0.000000,0.000000,0.000000
0.302683,1.000000,1.000000,0.000000
0.402672,2.000000,3.000000,0.000000
0.503676,4.000000,6.000000,0.000000
0.603383,6.000000,8.000000,0.000000
0.703403,9.000000,11.000000,0.000000
0.802701,11.000000,13.000000,0.000000
0.902797,14.000000,15.000000,0.000000
1.003761,17.000000,18.000000,0.000000
1.103927,20.000000,20.000000,0.000000
1.202654,22.000000,23.000000,0.000000
1.302727,24.000000,24.000000,0.000000
1.402716,26.000000,25.000000,0.000000
1.502678,28.000000,24.000000,0.000000
1.604117,29.000000,25.000000,0.000000
1.702660,29.000000,24.000000,0.000000
1.802630,29.000000,25.000000,0.000000
1.904178,30.000000,24.000000,0.000000
2.002967,30.000000,24.000000,0.000000
2.102705,29.000000,25.000000,0.000000
2.202673,28.000000,24.000000,0.000000
2.302670,26.000000,25.000000,0.000000
2.402708,26.000000,24.000000,0.000000
2.502657,26.000000,24.000000,0.000000
2.602697,25.000000,24.000000,0.000000
2.702698,23.000000,24.000000,0.000000
2.802688,21.000000,24.000000,0.000000
2.902702,19.000000,24.000000,0.000000
3.002722,19.000000,25.000000,0.000000
3.102703,20.000000,24.000000,0.000000
3.202710,21.000000,24.000000,0.000000
3.302694,22.000000,24.000000,0.000000
3.402643,22.000000,24.000000,0.000000
3.502695,21.000000,25.000000,0.000000
3.602716,22.000000,24.000000,0.000000
3.702682,23.000000,24.000000,0.000000
3.802907,25.000000,23.000000,2.000000
3.902665,27.000000,24.000000,5.000000
4.002656,27.000000,23.000000,8.000000
4.102681,27.000000,23.000000,11.000000
4.202667,27.000000,23.000000,14.000000
4.302669,27.000000,22.000000,17.000000
4.402697,26.000000,23.000000,20.000000
4.502688,27.000000,22.000000,23.000000
4.602689,27.000000,22.000000,26.000000
4.702711,28.000000,22.000000,29.000000
4.802673,28.000000,23.000000,30.000000
4.902666,26.000000,22.000000,30.000000
5.002693,26.000000,22.000000,30.000000
5.102679,26.000000,23.000000,30.000000
5.202705,26.000000,23.000000,30.000000
5.302667,27.000000,23.000000,30.000000
5.402667,28.000000,23.000000,30.000000
5.502681,27.000000,23.000000,30.000000
5.602681,26.000000,23.000000,30.000000
5.702684,26.000000,24.000000,30.000000
5.802734,26.000000,23.000000,30.000000
5.902685,28.000000,23.000000,30.000000
6.002662,27.000000,24.000000,30.000000
6.102698,26.000000,23.000000,30.000000
6.202687,24.000000,23.000000,30.000000
6.302709,24.000000,24.000000,30.000000
6.402691,23.000000,23.000000,30.000000
6.502699,22.000000,23.000000,30.000000
6.602633,23.000000,24.000000,31.000000
6.702632,21.000000,23.000000,31.000000
6.802640,21.000000,23.000000,31.000000
6.902637,20.000000,24.000000,31.000000
7.002639,20.000000,23.000000,31.000000
7.102663,21.000000,23.000000,31.000000
7.202696,22.000000,24.000000,31.000000
7.302663,21.000000,23.000000,31.000000
7.402682,22.000000,23.000000,31.000000
7.502670,24.000000,24.000000,31.000000
7.602656,24.000000,23.000000,30.000000
7.702694,26.000000,23.000000,30.000000
7.802676,25.000000,24.000000,30.000000
7.902667,26.000000,23.000000,30.000000
8.002665,27.000000,23.000000,30.000000
8.102683,27.000000,24.000000,30.000000
8.202674,28.000000,23.000000,30.000000
8.302689,29.000000,24.000000,30.000000
8.402669,27.000000,24.000000,30.000000
8.502686,27.000000,23.000000,30.000000
8.602679,27.000000,24.000000,30.000000
8.702672,27.000000,24.000000,30.000000
8.802645,28.000000,24.000000,30.000000
8.902665,28.000000,24.000000,30.000000
9.002669,28.000000,24.000000,30.000000
9.102704,28.000000,24.000000,30.000000
9.202686,26.000000,24.000000,30.000000
9.302690,26.000000,23.000000,30.000000
9.402645,27.000000,24.000000,30.000000
9.502677,26.000000,24.000000,30.000000
9.602685,25.000000,23.000000,30.000000
9.702655,25.000000,24.000000,30.000000
9.802684,25.000000,23.000000,30.000000
9.902636,25.000000,23.000000,31.000000
10.002639,25.000000,24.000000,31.000000
10.102672,24.000000,24.000000,31.000000
10.202661,26.000000,24.000000,31.000000
10.302658,24.000000,24.000000,31.000000
10.402680,24.000000,24.000000,31.000000
10.502671,25.000000,24.000000,31.000000
10.602657,23.000000,25.000000,31.000000
10.702659,20.000000,24.000000,31.000000
10.802649,19.000000,25.000000,31.000000
10.902658,19.000000,25.000000,30.000000
11.002649,19.000000,24.000000,30.000000
11.102664,20.000000,24.000000,30.000000
11.202657,20.000000,24.000000,30.000000
11.302644,21.000000,25.000000,30.000000
11.402652,21.000000,24.000000,30.000000
11.502650,21.000000,24.000000,30.000000
11.602736,24.000000,23.000000,30.000000
11.702675,27.000000,24.000000,30.000000
11.802696,28.000000,23.000000,30.000000
11.902661,28.000000,23.000000,30.000000
12.002660,27.000000,23.000000,30.000000
12.102764,27.000000,22.000000,30.000000
12.202670,27.000000,22.000000,30.000000
12.302687,28.000000,22.000000,30.000000
12.402664,29.000000,22.000000,30.000000
12.502692,27.000000,22.000000,30.000000
12.602673,27.000000,23.000000,30.000000
12.702660,27.000000,22.000000,30.000000
12.802691,27.000000,22.000000,30.000000
12.902679,27.000000,23.000000,30.000000
13.002636,28.000000,23.000000,30.000000
13.102676,27.000000,23.000000,30.000000
13.202632,27.000000,24.000000,31.000000
13.302641,27.000000,23.000000,31.000000
13.402637,26.000000,23.000000,31.000000
13.502648,28.000000,24.000000,31.000000
13.602636,27.000000,23.000000,31.000000
13.702648,27.000000,23.000000,31.000000
13.802646,25.000000,23.000000,31.000000
13.902648,25.000000,23.000000,31.000000
14.002618,25.000000,23.000000,31.000000
14.102662,26.000000,23.000000,31.000000
14.202666,26.000000,22.000000,30.000000
14.302651,26.000000,23.000000,30.000000
14.402661,27.000000,23.000000,30.000000
14.502646,27.000000,22.000000,30.000000
14.602670,27.000000,22.000000,30.000000
14.702646,27.000000,22.000000,30.000000
14.802711,29.000000,22.000000,30.000000
14.902655,29.000000,22.000000,30.000000
15.002671,29.000000,22.000000,30.000000
15.102663,28.000000,22.000000,30.000000
15.202671,28.000000,22.000000,30.000000
15.302664,28.000000,21.000000,30.000000
15.402664,28.000000,22.000000,30.000000
15.502652,28.000000,22.000000,30.000000
15.602658,29.000000,22.000000,30.000000
15.702674,27.000000,22.000000,30.000000
15.802669,27.000000,22.000000,30.000000
15.902685,26.000000,21.000000,30.000000
16.002647,26.000000,22.000000,30.000000
16.102672,24.000000,22.000000,30.000000
