t_sec,hz_image_raw,hz_cMo,hz_v_c
0.107426,0.000000,0.000000,0.000000
0.207401,0.000000,0.000000,0.000000
0.758421,0.000000,0.000000,0.000000
0.807830,2.000000,1.000000,0.000000
0.907372,5.000000,3.000000,0.000000
1.007932,8.000000,5.000000,0.000000
1.107415,11.000000,7.000000,3.000000
1.207370,14.000000,9.000000,6.000000
1.308007,17.000000,11.000000,9.000000
1.408013,20.000000,12.000000,12.000000
1.508437,23.000000,14.000000,15.000000
1.608311,26.000000,16.000000,19.000000
1.708541,29.000000,18.000000,22.000000
1.808362,30.000000,18.000000,25.000000
1.908257,30.000000,18.000000,28.000000
2.008154,30.000000,17.000000,31.000000
2.108624,30.000000,17.000000,31.000000
2.208418,30.000000,17.000000,31.000000
2.309063,30.000000,17.000000,30.000000
2.408519,30.000000,17.000000,30.000000
2.508753,30.000000,17.000000,30.000000
2.607424,30.000000,17.000000,30.000000
2.707407,30.000000,16.000000,30.000000
2.807403,30.000000,17.000000,30.000000
2.907405,30.000000,17.000000,30.000000
3.009183,30.000000,18.000000,30.000000
3.108516,30.000000,18.000000,30.000000
3.209140,30.000000,18.000000,30.000000
3.309122,30.000000,17.000000,30.000000
3.407362,30.000000,18.000000,30.000000
3.507436,30.000000,18.000000,30.000000
3.607444,30.000000,18.000000,30.000000
3.707391,30.000000,18.000000,30.000000
3.807409,30.000000,18.000000,30.000000
3.907441,30.000000,18.000000,30.000000
4.007413,30.000000,17.000000,30.000000
4.107400,30.000000,17.000000,30.000000
4.207420,30.000000,17.000000,30.000000
4.307400,30.000000,17.000000,30.000000
4.407398,30.000000,17.000000,30.000000
4.507375,30.000000,17.000000,30.000000
4.607437,30.000000,17.000000,30.000000
4.707423,30.000000,18.000000,30.000000
4.807380,29.000000,18.000000,31.000000
4.907379,29.000000,18.000000,31.000000
5.007415,29.000000,19.000000,31.000000
5.107395,29.000000,19.000000,31.000000
5.207386,29.000000,19.000000,31.000000
5.307390,29.000000,20.000000,31.000000
5.407445,29.000000,21.000000,31.000000
5.507390,29.000000,21.000000,31.000000
5.607392,29.000000,21.000000,31.000000
5.707358,29.000000,21.000000,31.000000
5.807400,30.000000,21.000000,30.000000
5.907403,29.000000,21.000000,30.000000
6.007394,29.000000,21.000000,30.000000
6.107424,29.000000,22.000000,30.000000
6.207447,29.000000,22.000000,30.000000
6.307386,28.000000,22.000000,30.000000
6.407385,28.000000,21.000000,30.000000
6.507396,28.000000,21.000000,30.000000
6.607399,28.000000,21.000000,30.000000
6.707442,28.000000,21.000000,30.000000
6.807395,28.000000,21.000000,30.000000
6.907403,29.000000,22.000000,30.000000
7.007398,29.000000,21.000000,30.000000
7.107445,29.000000,20.000000,30.000000
7.207395,29.000000,20.000000,30.000000
7.307393,30.000000,20.000000,30.000000
7.407396,30.000000,19.000000,30.000000
7.507388,30.000000,19.000000,30.000000
7.607398,30.000000,19.000000,30.000000
7.707387,30.000000,19.000000,30.000000
7.807392,30.000000,18.000000,30.000000
7.907440,30.000000,17.000000,30.000000
8.007393,30.000000,18.000000,30.000000
8.107364,30.000000,18.000000,31.000000
8.207359,30.000000,18.000000,31.000000
8.307360,30.000000,17.000000,31.000000
8.407368,29.000000,18.000000,31.000000
8.507363,29.000000,18.000000,31.000000
8.607363,29.000000,17.000000,31.000000
8.707368,29.000000,17.000000,31.000000
8.807370,29.000000,18.000000,31.000000
8.907372,29.000000,17.000000,31.000000
9.007374,29.000000,17.000000,31.000000
9.107371,29.000000,17.000000,30.000000
9.207376,29.000000,17.000000,30.000000
9.307380,29.000000,18.000000,30.000000
9.407385,30.000000,18.000000,30.000000
9.507400,30.000000,17.000000,30.000000
9.607402,30.000000,18.000000,30.000000
9.707396,30.000000,17.000000,30.000000
9.807401,30.000000,17.000000,30.000000
9.907404,30.000000,17.000000,30.000000
10.007384,30.000000,17.000000,30.000000
10.107387,30.000000,16.000000,30.000000
10.207386,30.000000,16.000000,30.000000
10.307387,30.000000,16.000000,30.000000
10.407432,30.000000,15.000000,30.000000
10.507427,30.000000,16.000000,30.000000
10.607379,30.000000,15.000000,30.000000
10.707386,30.000000,16.000000,30.000000
10.807398,30.000000,16.000000,30.000000
10.907385,30.000000,16.000000,30.000000
11.007387,30.000000,16.000000,30.000000
11.107384,30.000000,16.000000,30.000000
11.207399,30.000000,16.000000,30.000000
11.307400,30.000000,15.000000,30.000000
11.407359,30.000000,16.000000,31.000000
11.507368,30.000000,15.000000,31.000000
11.607363,30.000000,16.000000,31.000000
11.707373,30.000000,15.000000,31.000000
11.807369,30.000000,14.000000,31.000000
11.907361,30.000000,15.000000,31.000000
12.007372,30.000000,14.000000,31.000000
12.107370,30.000000,15.000000,31.000000
12.207368,30.000000,14.000000,31.000000
12.307401,30.000000,15.000000,31.000000
12.407401,30.000000,14.000000,30.000000
12.507408,30.000000,14.000000,30.000000
12.607405,30.000000,13.000000,30.000000
12.707412,30.000000,14.000000,30.000000
12.807385,30.000000,14.000000,30.000000
12.907381,30.000000,13.000000,30.000000
13.007382,30.000000,13.000000,30.000000
13.107388,30.000000,12.000000,30.000000
13.207409,30.000000,13.000000,30.000000
13.307396,30.000000,12.000000,30.000000
13.407387,30.000000,12.000000,30.000000
13.507376,30.000000,13.000000,30.000000
13.607383,30.000000,13.000000,30.000000
13.707375,30.000000,13.000000,30.000000
13.807383,30.000000,13.000000,30.000000
13.907374,30.000000,13.000000,30.000000
14.007375,30.000000,14.000000,30.000000
14.107375,30.000000,14.000000,30.000000
14.207390,30.000000,14.000000,30.000000
14.307377,30.000000,14.000000,30.000000
14.407375,30.000000,15.000000,30.000000
14.507376,29.000000,14.000000,30.000000
