t_sec,hz_image_raw,hz_cMo,hz_v_c
0.107445,0.000000,0.000000,0.000000
0.207421,0.000000,0.000000,0.000000
0.307421,0.000000,0.000000,0.000000
0.407414,0.000000,0.000000,0.000000
0.507396,0.000000,0.000000,0.000000
0.607418,0.000000,1.000000,3.000000
0.707426,2.000000,3.000000,6.000000
0.807404,5.000000,5.000000,9.000000
0.907414,8.000000,6.000000,12.000000
1.007426,11.000000,8.000000,15.000000
1.107465,14.000000,9.000000,18.000000
1.207398,16.000000,11.000000,22.000000
1.307399,19.000000,12.000000,25.000000
1.407405,22.000000,14.000000,28.000000
1.507414,25.000000,16.000000,31.000000
1.607432,27.000000,16.000000,31.000000
1.707429,28.000000,16.000000,31.000000
1.807417,27.000000,15.000000,31.000000
1.907416,27.000000,16.000000,31.000000
2.008027,27.000000,15.000000,31.000000
2.107437,27.000000,16.000000,31.000000
2.207423,28.000000,15.000000,30.000000
2.307514,27.000000,16.000000,30.000000
2.407446,27.000000,15.000000,30.000000
2.507394,27.000000,15.000000,30.000000
2.607514,28.000000,15.000000,30.000000
2.707449,28.000000,14.000000,30.000000
2.807434,29.000000,15.000000,30.000000
2.907431,29.000000,14.000000,30.000000
3.007430,30.000000,15.000000,30.000000
3.107415,29.000000,15.000000,30.000000
3.207411,29.000000,15.000000,30.000000
3.307446,29.000000,15.000000,30.000000
3.407437,29.000000,15.000000,30.000000
3.507417,29.000000,15.000000,30.000000
3.608248,29.000000,15.000000,30.000000
3.707476,29.000000,16.000000,30.000000
3.807458,29.000000,15.000000,30.000000
3.907499,28.000000,16.000000,30.000000
4.007469,28.000000,16.000000,30.000000
4.107410,27.000000,15.000000,30.000000
4.207428,27.000000,16.000000,30.000000
4.307687,28.000000,15.000000,30.000000
4.408415,27.000000,16.000000,30.000000
4.507393,27.000000,16.000000,31.000000
4.607397,27.000000,16.000000,31.000000
4.707403,26.000000,16.000000,31.000000
4.807395,26.000000,16.000000,31.000000
4.909965,27.000000,16.000000,31.000000
5.007446,27.000000,15.000000,31.000000
5.108429,28.000000,16.000000,31.000000
5.207415,28.000000,15.000000,31.000000
5.307427,29.000000,16.000000,31.000000
5.407420,30.000000,16.000000,31.000000
5.507410,29.000000,15.000000,30.000000
5.607414,29.000000,16.000000,30.000000
5.707424,29.000000,16.000000,30.000000
5.807424,28.000000,16.000000,30.000000
5.907425,29.000000,16.000000,30.000000
6.007411,28.000000,16.000000,30.000000
6.107421,29.000000,16.000000,30.000000
6.209470,28.000000,16.000000,30.000000
6.307424,28.000000,15.000000,30.000000
6.407416,28.000000,15.000000,30.000000
6.507423,28.000000,15.000000,30.000000
6.607422,29.000000,14.000000,30.000000
6.707415,29.000000,14.000000,30.000000
6.807419,30.000000,14.000000,30.000000
6.908561,30.000000,14.000000,30.000000
7.009705,30.000000,14.000000,30.000000
7.107376,29.000000,13.000000,30.000000
7.207428,30.000000,14.000000,30.000000
7.307421,29.000000,14.000000,30.000000
7.407453,29.000000,14.000000,30.000000
7.507473,29.000000,14.000000,30.000000
7.607452,28.000000,14.000000,30.000000
7.707435,27.000000,14.000000,30.000000
7.807398,27.000000,14.000000,31.000000
7.907413,28.000000,14.000000,31.000000
8.007417,28.000000,14.000000,31.000000
8.107405,28.000000,14.000000,31.000000
8.207745,28.000000,14.000000,31.000000
8.307404,28.000000,14.000000,31.000000
8.407397,28.000000,13.000000,31.000000
8.507419,28.000000,14.000000,31.000000
8.607402,29.000000,14.000000,31.000000
8.707416,30.000000,13.000000,31.000000
8.807419,30.000000,13.000000,30.000000
8.907435,30.000000,13.000000,30.000000
9.007427,30.000000,13.000000,30.000000
9.107418,30.000000,13.000000,30.000000
9.207446,30.000000,13.000000,30.000000
9.307438,30.000000,13.000000,30.000000
9.407418,30.000000,13.000000,30.000000
9.507446,30.000000,12.000000,30.000000
9.607411,30.000000,13.000000,30.000000
9.707420,30.000000,13.000000,30.000000
9.807418,30.000000,13.000000,30.000000
9.907438,30.000000,13.000000,30.000000
10.007473,30.000000,13.000000,30.000000
10.107449,30.000000,13.000000,30.000000
10.207476,29.000000,12.000000,30.000000
10.307419,29.000000,12.000000,30.000000
10.407483,29.000000,13.000000,30.000000
10.507426,29.000000,13.000000,30.000000
10.607447,29.000000,12.000000,30.000000
10.707429,29.000000,13.000000,30.000000
10.807422,29.000000,13.000000,30.000000
10.907419,29.000000,12.000000,30.000000
11.007409,29.000000,12.000000,30.000000
11.107393,28.000000,12.000000,31.000000
11.207407,29.000000,13.000000,31.000000
11.307394,29.000000,13.000000,31.000000
11.407397,29.000000,12.000000,31.000000
11.507400,29.000000,13.000000,31.000000
11.607399,29.000000,13.000000,31.000000
11.707419,28.000000,12.000000,31.000000
11.807456,28.000000,12.000000,31.000000
11.907402,28.000000,12.000000,31.000000
12.007411,28.000000,12.000000,31.000000
12.107431,29.000000,13.000000,30.000000
12.207417,29.000000,12.000000,30.000000
12.307414,29.000000,12.000000,30.000000
12.407425,29.000000,12.000000,30.000000
12.507416,29.000000,12.000000,30.000000
12.607420,29.000000,12.000000,30.000000
12.707424,30.000000,12.000000,30.000000
12.807467,30.000000,12.000000,30.000000
12.907435,30.000000,13.000000,30.000000
13.007423,30.000000,13.000000,30.000000
13.107431,30.000000,12.000000,30.000000
13.207415,30.000000,12.000000,30.000000
13.307425,30.000000,13.000000,30.000000
13.407446,30.000000,13.000000,30.000000
13.507433,30.000000,12.000000,30.000000
13.607429,30.000000,12.000000,30.000000
13.707423,29.000000,12.000000,30.000000
13.807374,29.000000,13.000000,30.000000
13.907416,29.000000,12.000000,30.000000
14.007435,29.000000,12.000000,30.000000
14.107383,28.000000,12.000000,30.000000
14.207437,28.000000,12.000000,30.000000
14.307427,28.000000,12.000000,30.000000
14.407395,28.000000,12.000000,31.000000
