t_sec,hz_image_raw,hz_cMo,hz_v_c
0.104555,0.000000,0.000000,0.000000
0.204575,2.000000,0.000000,0.000000
0.304549,5.000000,1.000000,0.000000
0.404547,8.000000,2.000000,0.000000
0.504553,11.000000,4.000000,0.000000
0.604565,14.000000,6.000000,0.000000
0.704542,17.000000,8.000000,0.000000
0.804562,20.000000,9.000000,0.000000
0.904552,23.000000,11.000000,0.000000
1.004559,26.000000,13.000000,0.000000
1.104530,29.000000,15.000000,0.000000
1.204541,30.000000,16.000000,0.000000
1.304563,30.000000,17.000000,0.000000
1.404557,30.000000,18.000000,0.000000
1.504544,30.000000,18.000000,0.000000
1.604534,30.000000,18.000000,0.000000
1.704539,30.000000,18.000000,0.000000
1.804533,30.000000,19.000000,0.000000
1.904545,30.000000,20.000000,0.000000
2.004525,30.000000,20.000000,0.000000
2.104534,30.000000,20.000000,0.000000
2.204544,30.000000,21.000000,0.000000
2.304618,30.000000,22.000000,0.000000
2.404535,30.000000,22.000000,0.000000
2.504528,30.000000,22.000000,0.000000
2.604525,30.000000,22.000000,0.000000
2.704540,30.000000,22.000000,0.000000
2.804542,30.000000,23.000000,0.000000
2.904537,30.000000,22.000000,0.000000
3.004525,30.000000,22.000000,0.000000
3.104548,30.000000,22.000000,0.000000
3.204538,30.000000,22.000000,0.000000
3.304542,30.000000,22.000000,0.000000
3.404544,30.000000,22.000000,0.000000
3.504519,30.000000,22.000000,0.000000
3.604543,29.000000,22.000000,0.000000
3.704529,29.000000,22.000000,0.000000
3.804543,29.000000,21.000000,0.000000
3.904541,29.000000,21.000000,0.000000
4.004579,29.000000,21.000000,2.000000
4.104540,29.000000,21.000000,5.000000
4.204568,29.000000,21.000000,8.000000
4.304526,29.000000,20.000000,11.000000
4.404578,29.000000,19.000000,14.000000
4.504593,29.000000,19.000000,17.000000
4.604543,30.000000,19.000000,20.000000
4.704522,30.000000,19.000000,23.000000
4.804522,30.000000,19.000000,27.000000
4.904520,30.000000,19.000000,30.000000
5.004520,30.000000,19.000000,31.000000
5.104519,30.000000,19.000000,31.000000
5.204542,30.000000,19.000000,31.000000
5.304526,30.000000,18.000000,31.000000
5.404533,30.000000,19.000000,31.000000
5.504537,30.000000,19.000000,31.000000
5.604536,30.000000,19.000000,31.000000
5.704545,30.000000,18.000000,31.000000
5.804555,30.000000,18.000000,30.000000
5.904550,30.000000,18.000000,30.000000
6.004530,30.000000,18.000000,30.000000
6.104546,29.000000,17.000000,30.000000
6.204549,29.000000,17.000000,30.000000
6.304549,29.000000,18.000000,30.000000
6.404535,29.000000,17.000000,30.000000
6.504547,29.000000,17.000000,30.000000
6.604560,29.000000,17.000000,30.000000
6.704546,29.000000,17.000000,30.000000
